,avgAnnCount,avgDeathsPerYear,TARGET_deathRate,incidenceRate,medIncome,popEst2015,povertyPercent,studyPerCap,binnedInc,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctNoHS18_24,PctHS18_24,PctSomeCol18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPrivateCoverage,PctPrivateCoverageAlone,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,PctMarriedHouseholds,BirthRate
1345,1962.667684,20,151.9,453.5494221,45443,7039,13.3,0.0,"(45201, 48021.6]",47.1,43.8,48.5,"Russell County, Kansas",2.12,58.0,25.2,31.0,40.6,3.2,32.8,13.1,60.7,6.9,70.5,48.4,34.1,39.3,16.0,95.43503148,1.244991414,0.0,0.014310246,52.20747144,10.703125
1347,1962.667684,11,160.5,453.5494221,56032,4964,8.3,0.0,"(54545.6, 61494.5]",42.0,40.7,43.4,"Scott County, Kansas",0.0221,65.3,21.0,18.3,48.3,12.3,33.4,15.7,67.5,5.8,84.1,67.1,50.8,24.7,6.3,95.23133117,0.0,1.055194805,2.820616883,56.83060109,6.629834254
1360,1962.667684,14,150.3,453.5494221,59160,6951,9.6,0.0,"(54545.6, 61494.5]",42.1,41.9,43.0,"Wabaunsee County, Kansas",2.59,61.2,10.8,40.7,45.4,3.1,38.9,16.1,60.9,6.2,80.9,63.5,55.2,25.7,9.3,96.39845648,0.22866943,0.242961269,0.171502072,60.19490255,4.111600587
1365,1962.667684,16,293.9,453.5494221,35502,3115,18.4,0.0,"(34218.1, 37413.8]",47.4,46.9,48.6,"Woodson County, Kansas",2.08,53.6,7.8,46.1,41.1,5.0,38.8,12.7,59.7,4.6,63.1,44.1,35.8,38.5,17.5,94.67455621,0.529430084,0.155714731,0.311429461,44.93794905,6.818181818
1367,106.0,46,200.2,469.7,31558,19027,26.3,0.0,"[22640, 34218.1]",41.0,39.1,42.5,"Adair County, Kentucky",2.5,50.9,9.5,25.6,60.2,4.7,36.3,9.3,49.8,7.7,56.1,43.0,34.2,40.9,23.8,95.05622746,2.800763845,0.339486527,0.408444727,53.07888763,4.546508931
1369,119.0,47,202.2,513.5,54331,21979,11.3,0.0,"(51046.4, 54545.6]",39.9,38.5,40.7,"Anderson County, Kentucky",2.56,57.2,15.4,36.6,44.4,3.5,38.8,11.4,62.4,6.9,77.0,61.6,55.4,28.3,12.9,95.61601029,2.329856165,0.569826754,0.289508754,56.35803931,5.4001554
1373,177.0,80,223.0,493.5,24868,27337,33.5,0.0,"[22640, 34218.1]",41.1,39.2,42.5,"Bell County, Kentucky",2.44,46.6,20.6,46.4,30.7,2.3,35.6,5.0,35.4,11.6,39.7,26.6,24.4,57.6,39.6,95.00536673,3.209302326,0.322003578,0.032200358,42.08152958,3.381417714
1375,120.0,45,176.5,490.8,42812,20116,19.2,0.0,"(42724.4, 45201]",41.1,40.0,43.3,"Bourbon County, Kentucky",2.51,49.1,16.7,42.5,34.6,6.1,36.7,10.9,56.2,9.9,65.3,49.9,44.6,35.3,18.3,89.98151202,7.130365263,0.209863589,1.898765802,48.49370789,4.047026905
1385,507.0,194,198.6,518.7,52349,92066,13.2,65.17063846,"(51046.4, 54545.6]",37.3,35.9,38.5,"Campbell County, Kentucky",2.49,47.2,9.4,28.7,49.2,12.7,31.0,18.2,62.4,6.8,72.4,56.4,50.1,28.3,14.9,93.6386991,3.211806505,0.812243782,0.637332605,46.76269132,4.943288381
1388,176.0,76,232.1,541.3,34991,27158,23.9,0.0,"(34218.1, 37413.8]",40.1,38.9,41.2,"Carter County, Kentucky",2.54,51.9,14.4,33.3,47.3,5.0,41.4,7.9,45.5,11.1,54.3,42.0,38.1,41.7,26.0,97.95798873,0.819732123,0.135402181,0.073190368,52.61752646,4.045610747
1389,103.0,52,254.3,501.8,29344,15808,30.6,0.0,"[22640, 34218.1]",42.1,40.8,43.3,"Casey County, Kentucky",2.44,58.7,17.9,25.2,56.2,0.7,37.4,5.1,46.6,9.0,48.3,38.2,31.6,44.4,28.9,97.19192679,0.796038611,0.250720822,0.300864987,55.74874687,5.148741419
1390,296.0,115,183.6,469.2,36736,73309,21.6,0.0,"(34218.1, 37413.8]",28.5,26.6,31.1,"Christian County, Kentucky",2.67,51.1,12.2,45.7,39.4,2.8,32.7,10.4,43.5,12.7,64.8,50.0,29.5,32.7,19.3,72.45378174,19.8505913,1.437451961,0.88728273,51.65941773,8.722576079
1394,108.0,47,205.8,474.6,35664,16759,20.6,0.0,"(34218.1, 37413.8]",43.2,41.3,46.1,"Fayette County, Alabama",2.36,53.6,16.6,31.8,49.6,2.1,38.8,8.4,44.8,10.0,65.3,44.9,38.3,43.4,21.1,85.546875,12.38754735,0.390625,0.0,51.49921842,5.73089701
1406,883.0,329,150.7,389.5,61501,285174,10.5,171.8249209,"(61494.5, 125635]",406.8,33.3,34.4,"Weld County, Colorado",2.8,55.0,14.4,30.9,48.6,6.1,27.0,17.8,63.1,6.6,69.9,58.6,51.0,27.3,16.3,87.205294,1.069947001,1.347121957,6.675081565,57.01953465,6.80980854
1412,5021.0,1788,169.0,500.1,60387,859470,13.0,250.1541648,"(54545.6, 61494.5]",39.8,38.1,41.1,"New Haven County, Connecticut",2.56,44.7,12.6,29.9,44.0,13.5,30.2,18.4,59.9,9.5,69.1,56.4,50.8,34.3,20.6,75.01240977,12.84109466,3.895391453,5.554589063,45.04306379,4.240824844
1418,940.0,347,190.7,527.2,54271,173533,14.1,11.52518541,"(51046.4, 54545.6]",37.0,35.1,38.4,"Kent County, Delaware",2.71,48.8,15.5,25.9,51.0,7.6,33.5,14.1,56.5,8.4,69.2,49.6,42.1,38.7,20.5,67.20882077,24.31198343,2.091334383,1.491956179,50.31450694,6.068779501
1420,1447.0,525,168.7,493.3,53316,215622,13.9,519.4275167,"(51046.4, 54545.6]",47.0,45.4,48.3,"Sussex County, Delaware",2.52,51.1,17.8,38.7,37.1,6.5,35.3,13.5,52.9,8.0,64.7,43.1,38.4,45.4,23.1,81.4512161,12.66316775,1.144706756,2.152415317,50.71997832,5.256787135
1427,8954.0,3397,157.6,438.3,51485,1896425,14.5,216.723572,"(51046.4, 54545.6]",40.0,38.6,41.1,"Broward County, Florida",2.73,43.1,17.1,29.4,44.8,8.7,27.6,19.8,59.8,10.0,58.4,49.6,40.2,29.4,19.1,62.61746183,27.83747624,3.499006051,2.985809092,43.04294896,4.663810807
1429,68.0,32,174.7,381.9,35256,14462,22.3,0.0,"(34218.1, 37413.8]",40.5,39.7,42.3,"Calhoun County, Florida",2.64,44.6,16.9,45.8,36.6,0.8,37.5,8.2,40.1,10.0,49.0,33.5,28.3,43.5,25.9,81.25213821,13.43140609,0.64317482,1.108450222,49.81187291,4.5
1430,1366.0,561,149.8,412.7,43242,173115,11.9,17.32952084,"(42724.4, 45201]",57.3,56.2,58.0,"Charlotte County, Florida",2.26,55.8,23.5,37.8,34.0,4.7,34.9,13.1,38.8,10.8,61.1,32.6,25.2,51.0,20.1,90.49902584,5.606123668,1.282399281,0.573038249,53.69071476,4.954881717
1443,85.0,48,209.2,383.8,40788,17199,19.8,0.0,"(40362.7, 42724.4]",42.0,36.5,45.8,"Gilchrist County, Florida",2.54,47.3,39.5,34.9,23.7,2.0,38.8,7.7,44.8,10.4,50.2,37.2,33.3,40.2,22.5,91.59016008,6.10287194,0.476694915,0.258945386,52.06077259,6.283213504
1446,56.0,32,188.4,336.8,31734,14295,31.7,0.0,"[22640, 34218.1]",40.5,36.1,45.6,"Hamilton County, Florida",2.35,39.3,36.9,44.4,18.7,0.0,37.4,7.2,33.1,15.8,49.7,35.3,29.4,47.8,28.4,60.72247308,34.09517193,0.347342827,2.181312956,44.32593857,7.14920071
1454,1056.0,472,167.3,430.4,47548,147919,14.7,27.04182695,"(45201, 48021.6]",50.7,48.7,52.2,"Indian River County, Florida",2.44,51.7,22.4,36.2,36.1,5.3,30.3,16.4,44.2,12.2,59.5,35.6,27.6,45.1,20.6,86.17375723,9.246426722,1.192026094,1.493007434,49.97492434,5.396074172
1467,11495.0,4052,137.3,408.0,42754,2693117,20.4,164.8647274,"(42724.4, 45201]",39.0,37.5,40.5,"Miami-Dade County, Florida",3.08,40.7,15.4,29.1,46.9,8.6,28.5,17.1,56.0,10.0,46.4,41.2,32.5,32.0,21.8,75.75059434,18.6422952,1.58659847,2.425501375,43.27147205,4.372227998
1472,216.0,101,203.3,440.9,37065,39469,25.9,0.0,"(34218.1, 37413.8]",39.9,39.2,41.2,"Okeechobee County, Florida",2.77,45.8,36.9,35.2,25.5,2.4,37.0,7.0,42.0,11.8,43.9,30.0,25.3,46.5,29.2,85.42860782,9.007769711,0.96802955,2.741052095,48.67392304,4.691483937
1480,1072.0,381,149.9,441.8,66560,226640,8.2,30.88598659,"(61494.5, 125635]",42.7,41.8,43.8,"St. Johns County, Florida",2.62,55.4,12.7,31.9,46.0,9.4,21.2,27.6,56.8,6.7,75.5,60.0,49.2,27.5,11.9,89.31518563,5.399653198,2.267037222,0.508800684,57.17801166,3.253269113
1485,1940.0,729,160.8,427.8,56443,449144,11.8,22.26457439,"(54545.6, 61494.5]",39.1,37.1,40.5,"Seminole County, Florida",2.85,46.6,11.2,24.9,53.6,10.2,24.1,23.6,59.4,9.4,67.8,57.1,47.7,26.3,15.0,79.60950826,11.57916158,4.155062582,1.696825854,50.37632996,4.236255854
1488,120.0,57,198.5,425.5,36374,22493,23.4,0.0,"(34218.1, 37413.8]",41.2,39.2,44.5,"Taylor County, Florida",2.44,43.5,33.1,32.9,31.7,2.2,39.2,5.4,37.8,9.0,60.6,42.2,36.9,41.6,20.6,75.03195944,21.50319594,0.312982147,0.806700463,48.84944116,8.854568855
1492,570.0,189,169.8,499.8,68421,133378,7.7,0.0,"(61494.5, 125635]",35.7,35.0,36.4,"Canadian County, Oklahoma",2.88,55.1,14.0,34.0,45.1,6.8,29.3,18.6,65.6,4.5,76.5,63.1,55.8,23.7,11.6,82.15511161,2.296482372,3.052467253,2.875753806,58.40512737,5.36432284
1493,266.0,120,206.1,472.0,44402,48689,16.5,20.53851999,"(42724.4, 45201]",38.6,37.5,39.4,"Carter County, Oklahoma",2.67,49.9,24.1,37.8,31.8,6.4,39.6,12.5,55.6,6.1,60.1,45.4,39.7,36.5,20.7,74.65835432,6.975351967,0.93101028,2.087031914,49.10729277,5.886681383
1497,1083.0,392,169.2,458.4,58205,274458,12.6,29.14835785,"(54545.6, 61494.5]",33.2,32.2,34.3,"Cleveland County, Oklahoma",2.59,49.1,8.2,23.3,58.6,9.9,26.6,19.0,62.5,4.9,74.8,61.2,52.3,24.3,12.4,79.06922201,4.52545288,4.242519005,1.342819064,50.03827713,4.927709813
1508,173.0,81,227.9,496.9,40774,27755,19.2,0.0,"(40362.7, 42724.4]",39.5,37.8,40.9,"Garvin County, Oklahoma",2.57,53.0,22.8,43.9,31.2,2.1,43.5,10.1,49.8,4.4,61.9,40.0,36.4,34.8,17.9,81.93407394,2.429429976,0.280458933,1.591695502,51.41961827,6.713239053
1511,35.0,14,174.7,442.7,34872,6070,25.2,0.0,"(34218.1, 37413.8]",41.3,39.6,46.2,"Greer County, Oklahoma",2.3,45.0,28.1,31.8,38.8,1.3,37.0,10.0,46.2,4.4,61.4,39.7,34.7,38.6,16.4,79.09105771,7.209416381,0.049043649,5.54193232,48.9021043,9.857723577
1519,269.0,124,203.1,460.6,41514,45366,18.2,0.0,"(40362.7, 42724.4]",38.8,37.4,40.7,"Kay County, Oklahoma",2.46,49.3,25.1,35.5,36.8,2.6,34.0,13.0,55.3,7.8,58.6,42.5,37.5,38.7,21.4,79.2331147,1.882115515,0.633952662,2.66523351,46.08887662,6.042169307
1526,55.0,25,200.2,456.5,52662,9870,12.5,0.0,"(51046.4, 54545.6]",39.1,39.2,39.0,"Love County, Oklahoma",2.98,54.4,20.2,46.4,32.3,1.1,42.5,10.2,54.6,4.0,61.2,45.9,39.5,37.3,20.1,84.0008279,1.893821794,0.734761461,2.50439822,59.27545284,4.884922499
1543,295.0,119,177.4,449.8,41037,80850,23.7,86.58008658,"(40362.7, 42724.4]",27.2,26.6,28.0,"Payne County, Oklahoma",2.36,41.1,5.1,18.7,66.7,9.5,27.4,21.1,56.0,6.3,70.8,58.2,45.3,26.0,14.1,80.74235423,3.725621042,4.18392657,0.492300719,42.72642886,5.395731735
1545,203.0,86,195.7,475.3,41423,38194,17.3,0.0,"(40362.7, 42724.4]",35.3,33.7,36.9,"Pontotoc County, Oklahoma",2.52,47.4,14.4,30.1,49.6,5.9,33.5,16.7,58.3,6.2,58.0,45.0,40.0,35.0,20.2,71.0760741,2.351859151,0.906582578,0.525555118,45.82276746,5.893866899
1548,18.0,8,153.2,362.3,56139,3788,12.3,0.0,"(54545.6, 61494.5]",40.6,41.0,40.4,"Roger Mills County, Oklahoma",2.8,54.0,36.7,20.5,39.3,3.5,39.7,14.9,58.7,0.8,71.2,57.8,47.2,27.9,13.2,90.97883598,0.105820106,0.026455026,0.105820106,52.76119403,2.822580645
1549,432.0,170,174.5,445.5,56465,90802,10.0,0.0,"(54545.6, 61494.5]",38.8,37.8,39.7,"Rogers County, Oklahoma",2.64,59.6,15.7,36.9,41.0,6.4,33.1,16.8,60.4,5.5,72.8,58.2,52.7,27.8,13.0,75.13846844,1.085323467,0.969839668,1.587621931,60.30637328,5.259595862
1554,41.0,18,166.1,398.1,35274,7515,23.8,0.0,"(34218.1, 37413.8]",40.5,37.6,42.1,"Tillman County, Oklahoma",2.4,52.4,34.4,38.2,22.3,5.1,35.8,11.9,51.0,7.1,53.7,38.5,33.1,43.0,24.1,74.32274789,7.958522359,0.23331173,7.854828257,48.47890088,6.093432634
1555,2938.0,1155,183.9,474.0,50507,639242,14.8,231.5242115,"(48021.6, 51046.4]",35.3,34.2,36.7,"Tulsa County, Oklahoma",2.5,48.5,18.6,31.0,40.8,9.6,25.8,20.7,62.9,6.5,64.4,52.2,46.2,29.5,17.3,71.04446245,10.08655057,2.666944741,3.603840631,45.01341027,5.964154695
1574,104.0,41,166.7,431.3,54063,23137,14.6,0.0,"(51046.4, 54545.6]",39.4,39.3,39.5,"Hood River County, Oregon",2.66,52.2,15.7,39.9,32.0,12.3,25.6,21.0,63.7,5.1,63.2,49.4,36.9,33.2,18.8,87.8192448,0.545078905,1.758319047,6.387093938,51.39821712,3.453598302
1578,383.0,159,177.9,438.0,39234,66016,21.9,0.0,"(37413.8, 40362.7]",42.5,41.9,43.1,"Klamath County, Oregon",2.39,51.4,20.0,30.9,45.5,3.6,29.9,12.6,48.4,12.4,58.1,40.6,33.3,44.1,24.4,88.49966653,0.892803007,1.156551264,1.765900685,48.21980285,6.075036075
1584,1588.0,586,168.9,470.8,48554,330700,17.7,33.26277593,"(48021.6, 51046.4]",35.8,34.6,37.3,"Marion County, Oregon",2.75,49.1,17.0,35.5,42.6,4.9,27.2,14.5,55.1,10.7,61.0,46.5,41.2,38.0,22.9,81.69177038,1.021471947,1.834133002,8.432866525,50.02280782,6.037989127
1587,416.0,153,165.5,469.8,52626,79391,14.1,0.0,"(51046.4, 54545.6]",37.4,36.4,38.5,"Polk County, Oregon",2.65,51.8,10.8,27.6,57.3,4.3,26.8,18.1,53.4,10.8,69.4,51.0,45.4,36.1,18.2,87.54141644,0.679488507,2.098001657,2.724425347,53.57017359,4.832893816
1596,169.0,75,217.2,493.1,34116,28024,24.8,0.0,"[22640, 34218.1]",41.0,40.2,41.5,"Adams County, Ohio",2.56,52.8,16.5,47.2,32.8,3.5,43.6,6.4,46.0,13.4,49.6,37.2,34.6,46.4,31.0,97.4281767,0.382585285,0.109816147,0.092103865,50.47890956,4.079365079
1599,625.0,263,203.2,498.3,39757,98632,21.5,496.7961716,"(37413.8, 40362.7]",41.8,40.5,43.4,"Ashtabula County, Ohio",2.48,48.2,25.4,41.9,30.3,2.5,44.9,8.9,50.7,8.9,61.7,46.9,43.0,39.1,22.6,93.25596079,3.406596711,0.472052677,0.484079497,47.3540756,6.447299298
1607,814.0,360,200.6,471.1,42029,135959,18.2,478.0853051,"(40362.7, 42724.4]",41.0,39.8,42.0,"Clark County, Ohio",2.44,48.4,16.1,34.7,44.1,5.1,36.4,11.5,54.1,10.0,64.9,47.8,43.6,40.9,23.2,86.24101968,8.512939698,0.724272256,1.196401295,46.15847762,5.319358009
1611,214.0,96,203.0,459.8,41547,36569,18.1,0.0,"(40362.7, 42724.4]",41.5,40.2,43.1,"Coshocton County, Ohio",2.53,54.8,20.7,39.2,34.1,5.9,50.3,8.5,53.6,7.8,63.4,47.0,41.5,36.7,19.7,96.95022329,1.06197582,0.383945104,0.125258686,54.97035228,5.832147937
1613,7637.0,3091,187.1,485.0,44138,1255921,19.6,555.7674408,"(42724.4, 45201]",40.4,38.4,42.1,"Cuyahoga County, Ohio",2.31,40.5,17.1,29.6,40.7,12.6,28.3,18.0,56.4,10.6,65.3,51.7,47.2,37.3,22.5,63.60774199,29.68819393,2.775277492,1.207261938,36.95193176,4.879604208
1627,150.0,65,185.1,433.4,45195,31682,19.0,0.0,"(42724.4, 45201]",35.4,33.9,36.9,"Hardin County, Ohio",2.55,48.5,8.1,29.9,56.3,5.7,49.2,7.2,54.7,9.6,66.8,51.7,47.1,34.1,19.1,96.15263423,0.94844971,0.79405092,0.305646584,52.43500867,8.008741483
1644,1511.0,661,190.7,463.1,41316,231900,18.9,12.93661061,"(40362.7, 42724.4]",43.3,41.2,45.4,"Mahoning County, Ohio",2.32,45.1,16.4,31.8,43.3,8.4,38.1,14.2,53.7,9.5,63.8,49.0,44.3,40.7,24.3,80.24642933,15.5024515,0.793860584,0.769985078,42.50741385,4.348522463
1653,183.0,75,185.0,456.7,49846,35074,12.1,0.0,"(48021.6, 51046.4]",41.2,40.4,41.8,"Morrow County, Ohio",2.73,57.0,21.7,33.7,37.4,7.2,46.2,8.9,58.7,7.0,71.3,55.4,51.2,32.9,16.8,97.47399703,0.405760658,0.125728655,0.085724083,59.05511811,4.83615222
1657,107.0,52,215.5,451.2,47358,18976,12.3,158.0944351,"(45201, 48021.6]",41.0,40.3,41.5,"Paulding County, Ohio",2.48,58.6,16.1,41.3,38.0,4.7,50.1,8.4,57.1,6.6,70.2,52.5,48.2,37.0,19.0,94.90738325,1.017479781,0.412209757,1.65927472,56.20210417,7.380254154
1658,179.0,79,200.6,443.4,43341,35985,17.8,0.0,"(42724.4, 45201]",40.0,39.5,40.4,"Perry County, Ohio",2.59,55.4,25.9,37.4,35.0,1.7,43.9,7.0,51.9,9.5,62.5,48.5,45.1,40.4,24.7,97.69326856,0.26925746,0.205412908,0.116585704,55.10159652,4.775349865
1662,244.0,101,192.7,471.1,49516,41329,13.0,0.0,"(48021.6, 51046.4]",41.9,40.3,43.2,"Preble County, Ohio",2.56,55.9,19.2,34.4,42.6,3.7,46.0,8.1,58.4,7.3,68.5,52.4,48.3,36.2,19.6,97.37056763,0.621371335,0.513411065,0.0,56.00347308,3.877752218
1663,168.0,64,154.6,425.6,56519,34042,7.8,0.0,"(54545.6, 61494.5]",39.7,38.4,41.1,"Putnam County, Ohio",2.6,63.3,16.2,31.8,41.8,10.2,42.8,11.9,66.8,3.4,85.3,69.0,64.6,24.2,9.1,95.47741634,0.324713316,0.175520711,2.805406038,63.98957775,6.184443536
1672,1343.0,549,187.0,478.5,43160,203751,17.2,0.0,"(42724.4, 45201]",43.6,41.9,45.3,"Trumbull County, Ohio",2.33,48.8,19.5,42.3,32.3,6.0,45.2,12.1,52.5,7.4,63.8,48.6,44.4,38.5,22.3,88.7742098,8.347991259,0.539314736,0.163781115,45.65002073,4.660949114
1675,156.0,67,172.1,425.0,49565,28562,10.1,0.0,"(48021.6, 51046.4]",41.5,40.3,42.6,"Van Wert County, Ohio",2.49,56.3,16.7,41.5,34.6,7.1,48.7,9.4,58.2,7.5,71.4,53.4,49.0,36.5,18.0,96.57754759,0.899356103,0.279955207,0.804871221,55.08586526,4.894094994
1684,36.0,14,159.5,447.6,51885,5868,16.6,0.0,"(51046.4, 54545.6]",44.7,44.2,46.2,"Alfalfa County, Oklahoma",2.28,50.4,16.6,45.4,32.0,6.0,40.6,14.7,45.6,4.9,68.1,48.8,36.8,35.5,16.4,78.36663771,1.911381407,0.034752389,1.911381407,53.13706564,4.431818182
1685,76.0,26,151.7,442.0,35910,13793,21.8,0.0,"(34218.1, 37413.8]",40.7,39.3,42.7,"Atoka County, Oklahoma",2.37,52.4,25.1,41.5,31.8,1.6,40.8,9.6,42.3,8.7,47.3,33.6,28.7,43.4,25.4,74.20537897,4.091758953,0.510570977,0.640011506,52.11106885,5.756929638
1691,53.0,20,150.3,457.3,39743,6856,15.8,0.0,"(37413.8, 40362.7]",52.2,52.0,52.5,"Wallowa County, Oregon",2.18,57.3,16.7,39.0,40.6,3.8,33.1,13.9,50.7,9.5,64.4,39.1,26.3,48.0,21.3,95.59574158,0.30625638,0.233338195,0.350007292,49.3835172,4.545454545
1692,149.0,66,185.4,444.1,44010,25775,16.8,38.79728419,"(42724.4, 45201]",41.0,40.5,41.7,"Wasco County, Oregon",2.5,52.7,26.8,31.3,35.9,6.0,28.5,11.7,53.3,9.0,62.1,42.8,35.8,40.6,20.9,86.58010356,0.662953083,1.01992782,4.65636278,52.25680132,5.246743717
1700,330.0,110,151.2,479.9,46890,48586,13.6,0.0,"(45201, 48021.6]",45.0,44.1,46.3,"Bedford County, Pennsylvania",2.43,57.2,18.6,48.1,27.0,6.3,50.8,8.5,56.0,7.3,70.9,52.6,44.2,34.9,15.3,97.71829035,0.568390172,0.226133724,0.305586114,54.965,4.585306863
1701,2265.0,816,162.4,472.4,55936,415271,14.3,156.5242938,"(54545.6, 61494.5]",39.7,38.4,40.8,"Berks County, Pennsylvania",2.61,49.6,13.9,35.5,43.1,7.5,38.4,15.1,59.9,9.0,71.2,56.6,50.9,32.6,17.4,83.68147066,4.979164905,1.408331622,5.046561907,51.44737529,5.334555643
1709,626.0,208,142.4,442.6,51573,160580,17.9,392.3278117,"(51046.4, 54545.6]",30.3,29.3,31.8,"Centre County, Pennsylvania",2.47,40.6,3.7,23.5,61.9,10.9,31.6,21.7,55.2,5.1,83.5,69.8,59.5,21.4,8.4,88.37558531,3.841645388,5.549254545,0.500560755,46.5592921,3.704047746
1713,232.0,98,196.6,486.0,44224,39441,17.4,0.0,"(42724.4, 45201]",38.1,37.5,38.6,"Clinton County, Pennsylvania",2.52,48.4,10.6,29.2,51.3,8.8,45.6,11.3,55.0,6.1,69.3,51.8,47.2,36.7,17.4,96.21345989,1.499469884,0.527591256,0.138839804,51.3855096,4.785376874
1720,1566.0,620,182.5,478.6,45476,278045,16.4,39.56194141,"(45201, 48021.6]",38.8,37.3,40.5,"Erie County, Pennsylvania",2.43,46.7,12.1,31.8,45.5,10.6,40.0,16.9,57.1,8.0,69.6,53.8,48.1,36.7,19.4,87.52474469,7.066798162,1.423221777,0.873657355,46.11948988,4.900650039
1723,877.0,323,162.2,468.5,50434,153638,11.9,97.63209623,"(48021.6, 51046.4]",40.9,39.9,42.0,"Franklin County, Pennsylvania",2.56,55.0,18.5,47.2,27.9,6.4,43.9,12.0,58.9,6.9,72.6,55.1,48.6,31.0,13.3,92.94677742,3.815871557,1.028991693,0.749253045,55.20744408,4.842223007
1725,240.0,95,193.5,501.4,49897,37519,16.5,0.0,"(48021.6, 51046.4]",502.8,40.7,43.5,"Greene County, Pennsylvania",2.33,49.4,10.7,42.9,38.3,8.1,47.3,11.6,46.6,6.4,71.4,54.5,49.9,36.2,17.0,92.21624756,5.071432337,0.218778006,0.548262955,50.06252605,6.037875061
1726,248.0,105,172.7,423.7,44531,45668,15.1,0.0,"(42724.4, 45201]",42.5,40.7,44.1,"Huntingdon County, Pennsylvania",2.36,51.4,9.9,50.5,34.3,5.2,51.7,9.1,48.6,8.1,70.5,51.5,45.9,38.2,17.9,92.1491744,5.284712238,0.457456542,0.411710887,55.09433962,6.823375775
1727,457.0,172,151.6,425.1,42611,86966,17.0,34.49623991,"(40362.7, 42724.4]",38.9,37.1,40.8,"Indiana County, Pennsylvania",2.41,48.4,7.1,22.0,64.8,6.1,43.9,13.5,52.9,7.8,73.2,56.3,49.1,31.1,13.4,94.49229194,2.508675124,1.118379885,0.315148757,50.63562432,4.149417541
1728,304.0,120,183.2,495.4,43810,44430,13.3,0.0,"(42724.4, 45201]",43.6,42.2,45.1,"Jefferson County, Pennsylvania",2.38,54.5,16.3,44.9,30.9,7.9,51.2,9.7,54.2,6.4,67.8,50.6,45.3,37.0,17.9,98.02484583,0.527303602,0.254714452,0.10724819,52.48119487,6.414368185
1731,2737.0,1032,157.6,449.7,57369,536624,10.5,59.63207013,"(54545.6, 61494.5]",38.4,37.1,39.6,"Lancaster County, Pennsylvania",2.64,54.8,18.9,35.9,37.5,7.8,38.2,16.4,62.4,6.1,70.6,56.2,50.1,29.5,15.0,88.55258989,4.031375892,2.0436954,3.185494214,56.86991246,6.226276831
1736,766.0,280,178.5,521.8,45211,116048,16.0,146.4911071,"(45201, 48021.6]",496.8,39.2,43.1,"Lycoming County, Pennsylvania",2.42,49.0,11.9,35.3,44.7,8.1,41.1,13.0,56.9,7.7,71.9,55.2,49.8,34.4,17.2,91.8443972,4.834727747,0.667775339,0.648916472,49.22668061,5.48894218
1747,346.0,120,157.4,461.5,58375,55949,10.6,71.49368175,"(54545.6, 61494.5]",46.0,45.4,46.6,"Pike County, Pennsylvania",2.66,55.0,13.1,32.1,46.2,8.6,35.8,14.7,51.9,11.6,72.5,53.7,48.3,35.9,16.1,89.42117531,5.871238876,1.536233931,1.214860856,58.48474785,5.499704317
1748,114.0,52,191.9,456.5,40323,17093,14.3,0.0,"(37413.8, 40362.7]",45.8,44.5,46.8,"Potter County, Pennsylvania",2.57,52.1,15.0,45.4,31.9,7.7,48.2,9.2,49.5,6.9,67.2,46.4,40.7,40.6,18.5,97.75565403,0.575473327,0.345283996,0.270472464,52.76653171,6.77146312
1750,224.0,78,159.2,474.1,49117,40444,13.1,0.0,"(48021.6, 51046.4]",39.3,37.9,40.7,"Snyder County, Pennsylvania",2.62,52.7,12.6,31.0,52.8,3.6,46.0,10.0,60.0,5.0,70.1,53.9,48.9,29.6,13.4,96.81116716,1.011336962,0.684213155,0.471957249,58.05982551,4.883318928
1751,494.0,189,159.4,455.9,45706,75522,13.5,39.72352427,"(45201, 48021.6]",45.3,43.6,47.1,"Somerset County, Pennsylvania",2.42,54.0,13.0,44.3,34.2,8.4,49.3,9.9,51.6,6.9,72.3,52.7,47.1,37.2,16.4,95.67589438,2.640406176,0.304110054,0.41113591,56.74735811,5.627676205
1752,59.0,21,186.2,538.3,44191,6328,14.4,0.0,"(42724.4, 45201]",51.8,50.4,53.1,"Sullivan County, Pennsylvania",0.0222,52.1,28.6,41.8,25.5,4.0,49.1,9.8,46.2,8.7,74.2,49.4,40.9,39.2,13.8,94.67168155,2.4604294,0.48581727,0.51716032,51.59235669,4.06278855
1758,1356.0,561,186.3,482.5,55796,208261,10.7,96.03334278,"(54545.6, 61494.5]",44.2,42.7,45.4,"Washington County, Pennsylvania",2.42,52.5,10.3,33.9,45.7,10.0,39.3,18.1,58.0,6.5,77.7,59.5,53.3,32.5,13.3,93.95656642,2.947278438,0.853399672,0.226196536,52.24566809,4.918324654
1783,369.0,168,206.8,451.3,35640,67548,25.3,0.0,"(34218.1, 37413.8]",40.8,39.0,42.2,"Darlington County, South Carolina",2.52,45.1,21.3,33.6,38.9,6.1,36.5,11.6,48.1,15.9,55.5,41.9,37.6,40.9,24.6,56.63260799,40.62306764,0.593327641,0.472600925,43.48336299,6.092582124
